Mark.Center_Seminary.Rd,Janneys.Ln_Seminary.Rd,Janneys.Ln_King.St.Metro,Braddock.Metro_Russell.Rd,Glebe.Rd_Russell.Rd,Glebe.Rd_Pentagon.Metro,Braddock.Metro_Cameron.Mills.Dr,Cameron.Mills.Dr_Parkfairfax,Parkfairfax_Pentagon.Metro,Van.Dorn.Metro_Whiting.St,Duke.St_Whiting.St,Duke.St_King.St.Metro,King.St.Metro_Old.Town.Circulator,Braddock.Metro_Old.Town.Circulator,King.St.Metro_NVCC,Landmark_Van.Dorn.Metro,Eisenhower_Van.Dorn.Metro,Eisenhower_King.St.Metro,Commonwealth.Ave_King.St.Metro,Commonwealth.Ave_Mt.Vernon.Ave,Mt.Vernon.Ave_Potomac.Yard.Ctr,Lee.Center_Potomac.Yard.Ctr,Van.Dorn.Metro_Yoakum.Pkwy,Beauregard.St_Yoakum.Pkwy,Beauregard.St_Pentagon.Metro,Mark.Center_Menokin.Dr,Menokin.Dr_Shirlington,Glebe.Rd_Shirlington,Glebe.Rd_Potomac.Yd.Ctr,Mark.Center_Park.Place,Park.Place_Shirlington,Temperature,Bus.Size,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,4,4,4,4,0,0,1,-1,326.2
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,246.048
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,495.4
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,3,3,3,3,0,0,1,1,505.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,346.9
6,6,6,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,1,1,1,1,0,0,0,1,1,2,2,1,1,1,-1,223.68
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,524.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,289.3
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,341.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,147.256
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,329.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,229.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,256.2
0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,1,2,2,2,2,5,5,5,0,0,2,2,2,2,1,-1,348.568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,229.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,1,1,544.2
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,425.6
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,-1,134.208
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,-1,240.456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,244.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,262.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,260.2
0,0,0,0,0,0,0,0,0,4,4,4,8,8,4,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,-1,260.96
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-1,154.712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,219.2
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,311.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,239.7
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,268.416
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,501.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,322
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,1,410.4
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,1,0,0,0,0,0,6,6,6,6,1,1,260.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,236.728
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-1,115.568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,238.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,263.4
0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,354.6
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,74.56
0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,141.664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,189.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,244.4
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,351
0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,2,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,244.184
0,0,0,0,0,0,0,0,0,1,1,1,8,8,7,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,175.216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,224.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,96.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,249.8
0,0,0,0,0,0,0,0,0,3,3,3,6,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,184.536
0,0,0,0,0,0,0,0,0,2,2,2,8,8,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,193.856
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,276.9
0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,268.5
0,0,0,0,0,0,0,0,0,1,1,1,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,143.528
0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,106.248
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,203.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,227.7
0,0,0,0,0,0,0,0,0,3,3,3,5,5,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,406.2
1,1,1,0,0,0,0,0,0,2,2,2,4,4,2,2,2,2,1,1,1,2,0,0,0,1,1,2,2,1,1,1,-1,212.496
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,262.824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,204
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,251.1
0,0,0,0,0,0,0,0,0,2,2,2,6,6,4,0,0,0,0,0,0,0,1,1,1,3,3,3,3,0,0,1,1,282.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,-1,78.288
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,190.128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,234.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,233.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,261.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,150.984
0,0,0,0,0,0,0,0,0,5,5,5,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,246.048
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,235.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,237.8
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,61.512
0,0,0,0,0,0,0,0,0,2,2,2,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,201.312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,272.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,195.9
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,1,-1,225.544
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,2,2,2,2,2,1,0,0,0,2,2,5,5,3,3,1,-1,272.144
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,3,3,3,3,0,0,1,1,483.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,265.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,255.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,256.7
0,0,0,0,0,0,0,0,0,4,4,4,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,276.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,-1,193.856
0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,150.984
0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,234.3
0,0,0,0,0,0,0,0,0,5,5,5,6,6,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,255.368
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,157.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,234.3
0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,291.1
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,198.1
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,96.928
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,65.24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,254.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,208.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,246.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,278.9
0,0,0,0,0,0,0,0,0,3,3,3,6,6,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,206.904
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,61.512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,263.3
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,199.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,230.3
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,59.648
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,-1,158.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,230.2
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,147.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,259.3
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,270.28
0,0,0,0,0,0,2,2,2,3,3,3,7,7,4,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,-1,354.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,1,1,454.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,265.3
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,1,1,461
0,0,0,0,0,0,0,0,0,1,1,1,4,4,3,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,1,1,-1,216.224
0,0,0,0,0,0,0,0,0,2,2,2,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,233
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,98.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,253.3
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,365.4
0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,197.9
0,0,0,0,0,0,0,0,0,5,5,5,6,6,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,262.824
0,0,0,0,0,0,0,0,0,6,6,6,10,10,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,257.232
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,245.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,227
0,0,0,2,2,2,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,1,289.2
0,0,0,2,2,2,0,0,0,3,3,3,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,296.376
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,476.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,295.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,249.5
0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,3,3,3,2,2,2,1,0,0,0,0,0,4,4,4,4,1,-1,218.088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,298.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,299.4
0,0,0,0,0,0,0,0,0,3,3,3,5,5,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,460.5
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,253.7
0,0,0,0,0,0,0,0,0,4,4,4,7,7,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,231.136
0,0,0,0,0,0,0,0,0,1,1,1,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,238.592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,55.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,252.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,222.9
0,0,0,0,0,0,2,2,2,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,95.064
0,0,0,0,0,0,1,1,1,3,3,3,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,240.456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,237.1
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,422.1
0,0,0,4,4,4,0,0,0,3,3,3,5,5,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-1,225.544
0,0,0,0,0,0,4,4,4,1,1,1,3,3,2,5,5,5,2,2,2,2,0,0,0,0,0,2,2,2,2,1,-1,329.928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,261.2
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,430.7
0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,296.376
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,415.672
0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,242.3
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,488.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,282.8
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,83.88
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,318.744
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,247.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,330.3
0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,483.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,188.264
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,221.816
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,274.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,273
0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,50.328
0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,208.768
0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,197.6
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,3,3,3,3,0,0,1,1,468.7
0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,474.8
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,80.152
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,430.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,331.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,244.5
0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,70.832
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,1,1,451.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,267.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,217.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,218.088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,360.5
0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,314.2
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,212.496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,299.9
0,0,0,0,0,0,0,0,0,4,4,4,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,309.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,334.6
0,0,0,0,0,0,0,0,0,2,2,2,11,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,399.5
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,72.696
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,266.9
0,0,0,0,0,0,0,0,0,2,2,2,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,301.8
0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,148.2
0,0,0,0,0,0,0,0,0,4,4,4,5,5,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,311.288
0,0,0,0,0,0,0,0,0,2,2,2,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,275.5
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,93.4
0,0,0,0,0,0,0,0,0,1,1,1,8,8,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,314.1
0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,0,0,0,0,0,2,5,5,5,0,0,0,0,0,0,1,-1,311.288
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,283.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,272.6
